reviews_id,user_id,lot_id,booking_id,rating,review_text,sentiment_score,created_at
R696,U145,P114,B1007,5,Clean and well-lit parking area.,0.81,2025-11-28T20:53:00
R697,U258,P126,B1292,1,Price was higher than what was listed.,-0.48,2025-11-05T19:15:00
R698,U300,P119,B4606,5,"Very convenient location, will book again.",0.53,2025-10-06T07:42:00
R699,U239,P105,B2140,2,"Poor lighting at night, felt unsafe.",-0.48,2025-10-13T07:33:00
R700,U165,P123,B4662,4,"Great parking spot, easy to find and secure.",0.6,2025-12-15T22:33:00
R701,U128,P113,B2638,4,"Very convenient location, will book again.",0.61,2025-12-12T18:11:00
R702,U107,P107,B3863,4,Clean and well-lit parking area.,0.51,2025-10-29T20:58:00
R703,U173,P129,B4763,3,Okay for short-term parking.,0.15,2025-12-02T17:30:00
R704,U257,P123,B2630,4,"Very convenient location, will book again.",0.83,2025-11-09T22:16:00
R705,U134,P130,B2759,5,"Great parking spot, easy to find and secure.",0.6,2026-01-18T14:49:00
R706,U174,P120,B1184,5,"Very convenient location, will book again.",0.86,2026-01-21T21:31:00
R707,U224,P117,B4360,4,Affordable pricing and close to metro station.,0.84,2025-10-02T19:55:00
R708,U267,P124,B2466,3,"Average experience, would use again if nearby.",0.06,2025-11-21T20:18:00
R709,U107,P102,B2754,4,"Owner was helpful, smooth experience overall.",0.53,2025-10-18T09:05:00
R710,U111,P104,B1124,5,"Great parking spot, easy to find and secure.",0.63,2025-10-31T09:38:00
R711,U208,P117,B4560,4,Affordable pricing and close to metro station.,0.57,2025-11-20T11:25:00
R712,U147,P112,B3295,1,"Slot was occupied when I arrived, had to wait.",-0.32,2026-01-26T02:29:00
R713,U149,P109,B424,4,"Great parking spot, easy to find and secure.",0.87,2025-12-02T14:06:00
R714,U152,P112,B3629,5,"Owner was helpful, smooth experience overall.",0.54,2025-10-07T19:39:00
R715,U178,P116,B4725,4,"Very convenient location, will book again.",0.73,2025-11-22T09:50:00
R716,U213,P104,B853,5,"Very convenient location, will book again.",0.62,2025-11-30T11:07:00
R717,U220,P115,B1167,5,"Very convenient location, will book again.",0.51,2026-01-04T18:43:00
R718,U131,P126,B3580,5,Clean and well-lit parking area.,0.65,2025-11-04T08:13:00
R719,U110,P122,B4356,5,"Great parking spot, easy to find and secure.",0.56,2025-12-03T02:10:00
R720,U102,P130,B2568,3,"Average experience, would use again if nearby.",-0.01,2025-10-22T08:58:00
R721,U202,P118,B4136,5,"Great parking spot, easy to find and secure.",0.65,2025-11-07T19:20:00
R722,U120,P108,B121,3,"Average experience, would use again if nearby.",0.06,2025-11-16T13:14:00
R723,U124,P119,B1592,5,"Owner was helpful, smooth experience overall.",0.71,2025-10-25T00:26:00
R724,U108,P111,B2928,5,Clean and well-lit parking area.,0.73,2025-12-18T19:44:00
R725,U254,P122,B2010,5,Affordable pricing and close to metro station.,0.67,2025-11-29T06:53:00
R726,U204,P117,B4587,4,"Owner was helpful, smooth experience overall.",0.72,2025-12-12T09:37:00
R727,U107,P112,B561,4,"Great parking spot, easy to find and secure.",0.69,2025-10-23T20:38:00
R728,U164,P131,B4667,4,"Owner was helpful, smooth experience overall.",0.93,2025-10-14T07:33:00
R729,U235,P116,B3597,5,"Owner was helpful, smooth experience overall.",0.53,2025-12-15T10:41:00
R730,U235,P112,B4538,5,Clean and well-lit parking area.,0.76,2025-11-14T17:06:00
R731,U254,P127,B3419,4,Clean and well-lit parking area.,0.59,2025-12-02T21:30:00
R732,U213,P107,B3674,4,"Owner was helpful, smooth experience overall.",0.67,2026-01-16T19:20:00
R733,U259,P123,B3955,4,"Great parking spot, easy to find and secure.",0.75,2025-12-31T17:37:00
R734,U133,P121,B2999,2,"Narrow entrance, difficult to park.",-0.44,2025-11-02T18:01:00
R735,U159,P124,B3431,3,Okay for short-term parking.,0.29,2025-10-07T16:34:00
R736,U163,P124,B1307,5,"Very convenient location, will book again.",0.72,2025-11-30T12:49:00
R737,U147,P113,B710,5,Clean and well-lit parking area.,0.62,2025-12-21T12:55:00
R738,U183,P127,B313,4,"Great parking spot, easy to find and secure.",0.86,2025-11-09T15:46:00
R739,U147,P130,B4678,3,"Average experience, would use again if nearby.",-0.01,2025-10-14T10:55:00
R740,U251,P127,B3655,4,Clean and well-lit parking area.,0.73,2025-11-15T21:56:00
R741,U251,P126,B877,3,Okay for short-term parking.,0.24,2025-11-15T23:43:00
R742,U278,P103,B1971,4,Affordable pricing and close to metro station.,0.68,2025-10-13T23:45:00
R743,U220,P120,B808,3,"Decent parking, nothing special.",0.12,2025-11-07T08:45:00
R744,U172,P125,B3321,4,Affordable pricing and close to metro station.,0.55,2025-12-02T13:49:00
R745,U157,P103,B1941,4,"Owner was helpful, smooth experience overall.",0.53,2025-11-28T04:31:00
R746,U252,P119,B3344,5,"Very convenient location, will book again.",0.94,2025-12-24T23:01:00
R747,U153,P110,B642,3,Okay for short-term parking.,-0.03,2025-12-18T15:38:00
R748,U237,P110,B4084,4,"Owner was helpful, smooth experience overall.",0.65,2025-11-15T14:55:00
R749,U248,P118,B2722,2,"Poor lighting at night, felt unsafe.",-0.6,2025-11-05T18:03:00
R750,U156,P101,B4197,3,"Average experience, would use again if nearby.",0.05,2025-10-22T19:56:00
R751,U175,P108,B2681,5,Affordable pricing and close to metro station.,0.54,2025-12-13T16:13:00
R752,U229,P124,B2398,4,"Great parking spot, easy to find and secure.",0.59,2025-11-09T18:02:00
R753,U129,P111,B5012,5,"Very convenient location, will book again.",0.72,2025-12-13T13:45:00
R754,U251,P101,B813,3,"Decent parking, nothing special.",0.08,2025-10-31T18:57:00
R755,U267,P124,B4572,3,"Average experience, would use again if nearby.",0.22,2025-10-05T21:05:00
R756,U189,P102,B3662,5,Affordable pricing and close to metro station.,0.64,2026-01-01T09:36:00
R757,U172,P101,B3380,4,"Great parking spot, easy to find and secure.",0.92,2026-01-01T22:01:00
R758,U198,P110,B1956,5,Affordable pricing and close to metro station.,0.63,2025-10-18T10:03:00
R759,U200,P124,B2972,4,Clean and well-lit parking area.,0.65,2025-12-14T10:23:00
R760,U186,P120,B2244,3,"Average experience, would use again if nearby.",0.28,2025-10-29T00:45:00
R761,U141,P130,B1059,5,"Owner was helpful, smooth experience overall.",0.88,2025-12-07T14:36:00
R762,U155,P110,B3519,4,Affordable pricing and close to metro station.,0.64,2026-01-28T09:31:00
R763,U175,P130,B2525,5,Clean and well-lit parking area.,0.68,2025-10-26T08:12:00
R764,U175,P131,B325,3,Okay for short-term parking.,0.24,2025-12-03T19:12:00
R765,U202,P129,B3324,4,Clean and well-lit parking area.,0.54,2025-10-04T18:07:00
R766,U230,P119,B988,4,Affordable pricing and close to metro station.,0.63,2025-12-19T12:31:00
R767,U244,P126,B1043,4,"Very convenient location, will book again.",0.74,2026-01-24T10:31:00
R768,U261,P104,B3080,5,"Very convenient location, will book again.",0.87,2025-12-28T08:39:00
R769,U279,P112,B3064,5,"Owner was helpful, smooth experience overall.",0.75,2025-12-16T19:50:00
R770,U155,P108,B3832,4,"Very convenient location, will book again.",0.72,2025-12-10T05:31:00
R771,U194,P104,B1233,5,"Very convenient location, will book again.",0.93,2025-12-25T16:37:00
R772,U269,P117,B4774,4,"Owner was helpful, smooth experience overall.",0.55,2025-12-23T10:58:00
R773,U223,P108,B306,5,Affordable pricing and close to metro station.,0.85,2025-10-11T08:02:00
R774,U165,P124,B1780,1,"Slot was occupied when I arrived, had to wait.",-0.82,2025-10-17T13:16:00
R775,U102,P117,B3692,5,"Very convenient location, will book again.",0.83,2026-01-13T19:21:00
R776,U226,P109,B1206,4,"Great parking spot, easy to find and secure.",0.74,2025-10-09T16:02:00
R777,U101,P130,B3161,3,"Decent parking, nothing special.",0.01,2026-01-27T12:08:00
R778,U122,P128,B4765,4,"Great parking spot, easy to find and secure.",0.74,2025-11-07T03:04:00
R779,U223,P124,B4872,4,"Great parking spot, easy to find and secure.",0.9,2025-11-28T01:10:00
R780,U271,P104,B2095,4,"Great parking spot, easy to find and secure.",0.71,2025-12-11T18:59:00
R781,U111,P130,B173,3,"Decent parking, nothing special.",-0.1,2025-10-07T08:58:00
R782,U102,P131,B695,5,Affordable pricing and close to metro station.,0.53,2026-01-20T19:09:00
R783,U227,P123,B1574,5,"Owner was helpful, smooth experience overall.",0.78,2026-01-19T08:46:00
R784,U180,P106,B202,5,Affordable pricing and close to metro station.,0.81,2025-10-11T20:10:00
R785,U198,P130,B4962,5,"Great parking spot, easy to find and secure.",0.68,2025-12-13T00:53:00
R786,U202,P124,B247,5,"Very convenient location, will book again.",0.61,2025-12-14T18:13:00
R787,U238,P101,B2058,4,Clean and well-lit parking area.,0.82,2025-12-25T10:45:00
R788,U231,P128,B3532,4,Affordable pricing and close to metro station.,0.64,2025-11-19T20:25:00
R789,U284,P132,B3368,3,"Average experience, would use again if nearby.",-0.07,2025-10-14T07:40:00
R790,U167,P127,B4041,4,Affordable pricing and close to metro station.,0.68,2026-01-08T19:53:00
R791,U161,P108,B3659,4,"Great parking spot, easy to find and secure.",0.74,2025-12-16T08:02:00
R792,U161,P124,B1494,4,"Great parking spot, easy to find and secure.",0.93,2025-12-22T20:11:00
R793,U159,P109,B4581,3,"Average experience, would use again if nearby.",0.14,2025-10-20T20:05:00
R794,U251,P131,B587,5,"Great parking spot, easy to find and secure.",0.59,2026-01-28T09:31:00
R795,U276,P110,B4381,4,"Owner was helpful, smooth experience overall.",0.87,2025-10-04T11:46:00
R796,U115,P121,B1216,5,Clean and well-lit parking area.,0.63,2025-10-28T20:27:00
R797,U118,P132,B2286,3,Okay for short-term parking.,0.28,2025-12-23T20:20:00
R798,U175,P120,B723,3,"Decent parking, nothing special.",0.03,2026-01-21T14:57:00
R799,U266,P118,B756,3,Okay for short-term parking.,0.26,2025-10-16T07:31:00
R800,U115,P108,B1132,4,"Very convenient location, will book again.",0.9,2025-12-30T06:40:00
R801,U281,P107,B3219,5,Affordable pricing and close to metro station.,0.89,2025-10-08T19:59:00
R802,U262,P129,B1552,4,"Very convenient location, will book again.",0.52,2025-10-12T11:26:00
R803,U245,P107,B2961,5,Clean and well-lit parking area.,0.88,2025-10-26T16:05:00
R804,U145,P129,B901,5,"Great parking spot, easy to find and secure.",0.82,2026-01-14T07:03:00
R805,U292,P112,B2823,4,Affordable pricing and close to metro station.,0.65,2026-01-01T16:01:00
R806,U248,P111,B2934,4,Affordable pricing and close to metro station.,0.72,2025-11-06T17:11:00
R807,U220,P118,B1931,5,Affordable pricing and close to metro station.,0.79,2026-01-02T09:04:00
R808,U124,P119,B258,2,App showed available but lot was full.,-0.33,2025-12-18T11:21:00
R809,U142,P103,B3521,4,Clean and well-lit parking area.,0.85,2025-11-16T22:05:00
R810,U117,P106,B3693,4,"Very convenient location, will book again.",0.69,2025-11-04T22:01:00
R811,U179,P109,B2708,5,Affordable pricing and close to metro station.,0.79,2025-11-27T12:57:00
R812,U262,P113,B1441,4,Clean and well-lit parking area.,0.58,2025-12-29T05:32:00
R813,U138,P104,B2454,5,"Great parking spot, easy to find and secure.",0.69,2025-12-10T11:12:00
R814,U223,P114,B581,2,Price was higher than what was listed.,-0.43,2025-12-01T07:41:00
R815,U114,P123,B2793,4,"Great parking spot, easy to find and secure.",0.77,2025-11-09T10:08:00
R816,U172,P120,B3259,5,"Very convenient location, will book again.",0.85,2025-12-28T02:17:00
R817,U247,P104,B3309,5,"Very convenient location, will book again.",0.73,2025-10-15T13:24:00
R818,U103,P131,B4875,2,"Poor lighting at night, felt unsafe.",-0.67,2026-01-10T20:49:00
R819,U110,P127,B1663,5,"Owner was helpful, smooth experience overall.",0.83,2025-11-09T20:43:00
R820,U145,P129,B351,5,"Owner was helpful, smooth experience overall.",0.54,2025-12-12T14:46:00
R821,U181,P132,B4782,4,Clean and well-lit parking area.,0.94,2025-11-19T00:47:00
R822,U130,P110,B1504,5,"Very convenient location, will book again.",0.93,2025-12-07T09:00:00
R823,U201,P122,B2893,3,"Decent parking, nothing special.",0.25,2025-12-31T16:02:00
R824,U111,P108,B1350,5,Affordable pricing and close to metro station.,0.9,2025-12-06T18:55:00
R825,U281,P128,B4822,4,"Owner was helpful, smooth experience overall.",0.73,2025-11-07T20:03:00
R826,U153,P106,B3528,1,"Poor lighting at night, felt unsafe.",-0.6,2025-10-23T20:34:00
R827,U295,P107,B3709,3,"Decent parking, nothing special.",0.23,2025-10-10T21:04:00
R828,U177,P128,B3802,5,"Great parking spot, easy to find and secure.",0.63,2026-01-08T20:25:00
R829,U289,P126,B1182,1,App showed available but lot was full.,-0.39,2026-01-02T20:21:00
R830,U167,P111,B2548,4,Clean and well-lit parking area.,0.59,2025-12-09T09:25:00
R831,U133,P113,B1830,3,"Decent parking, nothing special.",0.25,2025-12-25T08:22:00
R832,U147,P127,B4726,4,"Very convenient location, will book again.",0.74,2025-10-19T14:08:00
R833,U193,P110,B2367,3,"Decent parking, nothing special.",0.24,2025-10-20T19:05:00
R834,U174,P108,B4216,2,Price was higher than what was listed.,-0.6,2025-12-01T10:31:00
R835,U110,P106,B1326,5,"Very convenient location, will book again.",0.77,2025-10-11T11:28:00
R836,U152,P103,B3984,5,"Owner was helpful, smooth experience overall.",0.92,2026-01-11T09:13:00
R837,U129,P121,B2685,5,Clean and well-lit parking area.,0.69,2025-11-28T09:57:00
R838,U265,P120,B1627,4,Clean and well-lit parking area.,0.6,2025-12-15T21:44:00
R839,U249,P122,B3904,5,Affordable pricing and close to metro station.,0.54,2025-12-15T17:52:00
R840,U249,P127,B2694,5,"Owner was helpful, smooth experience overall.",0.77,2025-11-14T09:42:00
R841,U195,P131,B3304,5,"Very convenient location, will book again.",0.77,2025-11-20T16:27:00
R842,U182,P129,B205,4,"Very convenient location, will book again.",0.78,2025-12-28T13:44:00
R843,U152,P115,B3393,4,"Great parking spot, easy to find and secure.",0.52,2025-10-29T00:23:00
R844,U271,P105,B5017,4,Affordable pricing and close to metro station.,0.51,2025-10-25T09:19:00
R845,U146,P109,B301,4,"Very convenient location, will book again.",0.9,2025-12-14T22:50:00
R846,U206,P101,B1434,4,"Very convenient location, will book again.",0.81,2026-01-16T08:32:00
R847,U201,P118,B4526,5,Clean and well-lit parking area.,0.55,2025-10-21T09:05:00
R848,U173,P103,B1291,3,"Average experience, would use again if nearby.",-0.07,2026-01-07T18:01:00
R849,U219,P131,B3326,2,App showed available but lot was full.,-0.8,2025-11-12T15:45:00
R850,U290,P101,B2729,3,"Average experience, would use again if nearby.",0.22,2025-10-19T11:27:00
R851,U262,P110,B4681,5,"Great parking spot, easy to find and secure.",0.83,2025-10-15T21:35:00
R852,U131,P123,B3614,5,Clean and well-lit parking area.,0.79,2025-10-19T13:30:00
R853,U113,P112,B4395,3,Okay for short-term parking.,0.16,2025-11-28T10:50:00
R854,U296,P105,B4995,2,"Narrow entrance, difficult to park.",-0.38,2026-01-07T14:40:00
R855,U299,P120,B3897,5,"Owner was helpful, smooth experience overall.",0.65,2025-11-29T18:32:00
R856,U190,P127,B3609,3,Okay for short-term parking.,0.03,2025-10-27T21:08:00
R857,U167,P115,B3941,5,Affordable pricing and close to metro station.,0.69,2025-10-11T15:12:00
R858,U260,P125,B1733,2,"Narrow entrance, difficult to park.",-0.31,2025-12-12T21:25:00
R859,U197,P120,B1861,5,Clean and well-lit parking area.,0.75,2025-11-20T05:31:00
R860,U202,P117,B3742,5,"Great parking spot, easy to find and secure.",0.75,2026-01-22T06:16:00
R861,U226,P122,B4903,4,Clean and well-lit parking area.,0.86,2025-10-13T08:25:00
R862,U152,P129,B4280,1,Price was higher than what was listed.,-0.79,2026-01-06T08:33:00
R863,U273,P122,B4025,4,"Great parking spot, easy to find and secure.",0.68,2026-01-19T23:57:00
R864,U143,P124,B1905,5,"Very convenient location, will book again.",0.79,2025-11-18T14:48:00
R865,U204,P121,B3928,5,"Great parking spot, easy to find and secure.",0.94,2025-11-08T18:30:00
R866,U233,P113,B2902,4,Clean and well-lit parking area.,0.57,2025-11-02T09:08:00
R867,U285,P130,B4695,5,Affordable pricing and close to metro station.,0.7,2026-01-14T09:00:00
R868,U162,P103,B275,4,"Owner was helpful, smooth experience overall.",0.91,2026-01-28T22:33:00
R869,U185,P124,B2538,5,Affordable pricing and close to metro station.,0.83,2025-11-22T15:49:00
R870,U244,P115,B1966,4,Clean and well-lit parking area.,0.78,2026-01-25T18:13:00
R871,U251,P124,B2395,4,"Great parking spot, easy to find and secure.",0.62,2025-11-16T21:12:00
R872,U107,P119,B4179,4,Affordable pricing and close to metro station.,0.58,2025-12-04T05:43:00
R873,U192,P115,B545,5,Clean and well-lit parking area.,0.67,2025-11-10T08:44:00
R874,U179,P121,B201,4,"Very convenient location, will book again.",0.61,2025-10-09T22:28:00
R875,U157,P122,B2292,4,"Owner was helpful, smooth experience overall.",0.86,2025-12-06T08:59:00
R876,U221,P130,B3811,4,"Owner was helpful, smooth experience overall.",0.82,2025-10-17T08:53:00
R877,U111,P101,B2483,2,App showed available but lot was full.,-0.4,2026-01-16T20:00:00
R878,U155,P110,B4483,4,Affordable pricing and close to metro station.,0.58,2025-11-20T19:38:00
R879,U171,P120,B185,5,"Very convenient location, will book again.",0.64,2025-12-08T12:22:00
R880,U199,P104,B4746,4,"Owner was helpful, smooth experience overall.",0.85,2026-01-13T23:24:00
R881,U253,P104,B1739,1,Price was higher than what was listed.,-0.8,2025-10-03T14:55:00
R882,U162,P132,B4784,4,"Very convenient location, will book again.",0.57,2025-12-15T15:38:00
R883,U266,P122,B945,5,"Very convenient location, will book again.",0.67,2025-10-09T05:59:00
R884,U186,P129,B3270,5,Affordable pricing and close to metro station.,0.58,2026-01-24T02:34:00
R885,U107,P124,B3227,4,Clean and well-lit parking area.,0.54,2025-12-10T23:02:00
R886,U209,P104,B260,4,"Owner was helpful, smooth experience overall.",0.64,2026-01-05T21:23:00
R887,U213,P103,B2760,5,"Very convenient location, will book again.",0.89,2025-12-02T15:45:00
R888,U221,P108,B4518,4,Clean and well-lit parking area.,0.53,2026-01-13T14:06:00
R889,U103,P113,B4942,1,"Poor lighting at night, felt unsafe.",-0.56,2025-10-20T11:42:00
R890,U119,P119,B4789,5,"Owner was helpful, smooth experience overall.",0.75,2025-10-27T20:05:00
R891,U101,P125,B1909,4,"Owner was helpful, smooth experience overall.",0.74,2025-12-21T10:36:00
R892,U190,P112,B1437,4,"Owner was helpful, smooth experience overall.",0.73,2026-01-05T08:32:00
R893,U159,P104,B5027,4,Clean and well-lit parking area.,0.51,2026-01-21T18:23:00
R894,U248,P124,B2075,5,"Very convenient location, will book again.",0.52,2025-10-30T20:56:00
R895,U133,P106,B2857,4,"Very convenient location, will book again.",0.73,2025-10-20T22:46:00
R896,U232,P112,B4368,3,"Average experience, would use again if nearby.",0.29,2025-10-22T14:25:00
R897,U148,P126,B1004,2,"Narrow entrance, difficult to park.",-0.66,2026-01-07T22:13:00
R898,U151,P103,B4926,5,"Very convenient location, will book again.",0.71,2025-12-20T20:14:00
R899,U190,P117,B2468,4,"Great parking spot, easy to find and secure.",0.94,2025-11-15T09:30:00
R900,U104,P131,B1521,5,"Owner was helpful, smooth experience overall.",0.85,2026-01-12T00:54:00
R901,U132,P127,B135,1,"Slot was occupied when I arrived, had to wait.",-0.44,2025-12-06T20:46:00
R902,U112,P126,B3472,5,"Owner was helpful, smooth experience overall.",0.73,2025-11-04T12:47:00
R903,U261,P131,B938,5,Clean and well-lit parking area.,0.9,2025-11-10T09:18:00
R904,U179,P110,B3225,5,Affordable pricing and close to metro station.,0.76,2025-11-10T09:18:00
R905,U283,P103,B2459,5,"Great parking spot, easy to find and secure.",0.8,2025-10-13T15:19:00
R906,U251,P120,B4219,2,"Poor lighting at night, felt unsafe.",-0.43,2025-11-09T13:23:00
R907,U279,P104,B1357,5,Affordable pricing and close to metro station.,0.68,2025-12-01T18:45:00
R908,U110,P124,B425,4,"Very convenient location, will book again.",0.93,2025-11-24T21:18:00
R909,U112,P109,B2250,3,"Decent parking, nothing special.",0.3,2025-10-31T22:14:00
R910,U226,P116,B2028,4,Clean and well-lit parking area.,0.76,2026-01-25T14:32:00
R911,U122,P130,B2211,2,"Narrow entrance, difficult to park.",-0.77,2025-10-03T21:55:00
R912,U226,P119,B653,5,"Very convenient location, will book again.",0.85,2025-12-30T17:47:00
R913,U257,P105,B4122,4,"Very convenient location, will book again.",0.64,2025-12-10T11:10:00
R914,U190,P126,B1277,5,Affordable pricing and close to metro station.,0.76,2025-12-04T21:32:00
R915,U284,P116,B3694,4,Clean and well-lit parking area.,0.54,2026-01-05T22:51:00
R916,U194,P105,B2218,3,"Decent parking, nothing special.",0.22,2026-01-04T11:28:00
R917,U284,P132,B620,4,"Great parking spot, easy to find and secure.",0.93,2025-10-21T18:15:00
R918,U205,P112,B4341,3,"Average experience, would use again if nearby.",-0.06,2025-11-30T21:35:00
R919,U180,P102,B294,4,"Owner was helpful, smooth experience overall.",0.83,2025-11-27T06:57:00
R920,U225,P105,B315,4,"Very convenient location, will book again.",0.89,2026-01-01T11:43:00
R921,U143,P117,B531,5,"Great parking spot, easy to find and secure.",0.55,2025-11-07T09:19:00
R922,U213,P127,B3567,5,"Very convenient location, will book again.",0.61,2025-12-09T19:57:00
R923,U107,P125,B3150,5,Affordable pricing and close to metro station.,0.68,2025-12-04T11:56:00
R924,U109,P117,B1998,3,"Average experience, would use again if nearby.",0.23,2025-11-09T23:01:00
R925,U120,P129,B2448,4,Clean and well-lit parking area.,0.72,2025-10-05T19:43:00
R926,U157,P119,B421,4,Affordable pricing and close to metro station.,0.56,2026-01-27T03:33:00
R927,U130,P131,B3456,3,"Average experience, would use again if nearby.",0.0,2025-10-29T15:14:00
R928,U140,P112,B1716,4,"Very convenient location, will book again.",0.71,2025-12-13T17:18:00
R929,U214,P111,B277,5,"Owner was helpful, smooth experience overall.",0.52,2026-01-18T04:33:00
R930,U164,P123,B3752,3,"Decent parking, nothing special.",0.15,2026-01-16T18:56:00
R931,U112,P113,B1715,3,"Average experience, would use again if nearby.",-0.09,2025-11-12T20:25:00
R932,U152,P131,B4542,3,Okay for short-term parking.,0.21,2025-11-28T17:40:00
R933,U213,P126,B3507,5,"Very convenient location, will book again.",0.83,2025-12-05T18:56:00
R934,U228,P108,B4103,4,"Owner was helpful, smooth experience overall.",0.89,2025-10-06T15:41:00
R935,U300,P124,B4655,3,"Decent parking, nothing special.",-0.04,2025-10-20T15:40:00
R936,U129,P125,B1378,4,Affordable pricing and close to metro station.,0.77,2025-12-28T06:15:00
R937,U165,P118,B3410,5,Clean and well-lit parking area.,0.85,2025-11-12T10:22:00
R938,U222,P114,B3957,5,"Very convenient location, will book again.",0.73,2025-12-22T10:43:00
R939,U125,P122,B322,3,"Decent parking, nothing special.",-0.05,2025-10-24T17:51:00
R940,U296,P130,B3945,5,"Owner was helpful, smooth experience overall.",0.54,2026-01-21T14:03:00
R941,U173,P108,B189,5,"Owner was helpful, smooth experience overall.",0.77,2025-10-22T19:57:00
R942,U152,P132,B1568,4,"Great parking spot, easy to find and secure.",0.72,2025-12-23T16:45:00
R943,U256,P111,B3684,5,Clean and well-lit parking area.,0.92,2025-10-31T13:17:00
R944,U148,P103,B4933,4,Clean and well-lit parking area.,0.88,2025-11-16T18:59:00
R945,U195,P105,B2844,5,Affordable pricing and close to metro station.,0.83,2026-01-22T01:51:00
R946,U271,P108,B2276,4,Affordable pricing and close to metro station.,0.94,2025-10-13T16:15:00
R947,U127,P110,B2802,5,"Great parking spot, easy to find and secure.",0.81,2025-12-16T17:46:00
R948,U283,P129,B1329,5,Affordable pricing and close to metro station.,0.54,2025-10-07T21:16:00
R949,U208,P115,B692,1,App showed available but lot was full.,-0.85,2025-10-24T20:39:00
R950,U154,P127,B4017,2,"Slot was occupied when I arrived, had to wait.",-0.41,2025-10-22T23:08:00
R951,U280,P127,B4969,3,"Decent parking, nothing special.",0.04,2025-10-15T21:59:00
R952,U268,P107,B1596,2,"Poor lighting at night, felt unsafe.",-0.35,2025-11-19T01:26:00
R953,U189,P106,B3563,5,"Great parking spot, easy to find and secure.",0.55,2026-01-12T18:39:00
R954,U291,P132,B812,3,"Decent parking, nothing special.",-0.02,2025-11-05T21:26:00
R955,U131,P122,B974,3,Okay for short-term parking.,0.21,2025-11-07T08:54:00
R956,U286,P101,B3000,4,Affordable pricing and close to metro station.,0.88,2025-11-28T10:19:00
R957,U292,P125,B4783,4,"Great parking spot, easy to find and secure.",0.89,2025-11-16T16:09:00
R958,U240,P128,B2356,4,"Great parking spot, easy to find and secure.",0.54,2025-12-22T11:13:00
R959,U205,P113,B2072,4,Clean and well-lit parking area.,0.67,2025-10-02T22:09:00
R960,U191,P123,B4971,3,Okay for short-term parking.,0.16,2025-11-15T02:29:00
R961,U252,P128,B4753,2,"Narrow entrance, difficult to park.",-0.35,2025-12-20T03:13:00
R962,U221,P108,B290,5,"Very convenient location, will book again.",0.61,2025-12-08T10:41:00
R963,U101,P117,B1431,4,"Very convenient location, will book again.",0.77,2026-01-11T09:18:00
R964,U227,P119,B555,1,"Slot was occupied when I arrived, had to wait.",-0.81,2026-01-10T21:37:00
R965,U251,P121,B405,3,Okay for short-term parking.,0.2,2025-12-01T15:25:00
R966,U165,P111,B1751,3,"Decent parking, nothing special.",-0.05,2026-01-22T19:39:00
R967,U274,P111,B4323,4,"Very convenient location, will book again.",0.95,2026-01-09T22:27:00
R968,U278,P116,B3350,5,"Very convenient location, will book again.",0.54,2026-01-19T13:23:00
R969,U202,P131,B661,4,"Great parking spot, easy to find and secure.",0.81,2025-11-07T12:48:00
R970,U107,P119,B5061,4,"Very convenient location, will book again.",0.85,2026-01-04T11:04:00
R971,U153,P121,B298,2,"Slot was occupied when I arrived, had to wait.",-0.75,2026-01-04T11:26:00
R972,U116,P124,B4181,4,Clean and well-lit parking area.,0.61,2025-11-02T16:20:00
R973,U284,P126,B2501,5,Clean and well-lit parking area.,0.77,2026-01-12T17:00:00
R974,U203,P111,B392,2,"Narrow entrance, difficult to park.",-0.52,2026-01-21T13:42:00
R975,U167,P115,B485,5,"Great parking spot, easy to find and secure.",0.82,2025-11-23T08:46:00
R976,U271,P129,B3872,5,Clean and well-lit parking area.,0.76,2026-01-17T03:58:00
R977,U237,P112,B4264,3,Okay for short-term parking.,-0.03,2025-11-18T16:14:00
R978,U166,P112,B383,4,"Very convenient location, will book again.",0.92,2026-01-04T08:44:00
R979,U149,P118,B2104,4,"Owner was helpful, smooth experience overall.",0.57,2025-12-22T05:20:00
R980,U130,P122,B4340,5,Affordable pricing and close to metro station.,0.75,2025-12-29T18:38:00
R981,U272,P120,B2517,5,"Owner was helpful, smooth experience overall.",0.91,2025-10-19T14:14:00
R982,U247,P101,B4913,4,Affordable pricing and close to metro station.,0.91,2025-11-06T17:03:00
R983,U232,P130,B1312,5,"Owner was helpful, smooth experience overall.",0.58,2025-10-22T18:10:00
R984,U217,P102,B3666,5,"Owner was helpful, smooth experience overall.",0.61,2025-11-18T17:22:00
R985,U148,P125,B218,4,Clean and well-lit parking area.,0.77,2026-01-07T00:14:00
R986,U265,P132,B1522,5,"Great parking spot, easy to find and secure.",0.65,2025-11-07T18:48:00
R987,U111,P103,B486,4,"Great parking spot, easy to find and secure.",0.83,2025-12-20T21:46:00
R988,U242,P128,B2640,4,Affordable pricing and close to metro station.,0.74,2025-12-09T20:18:00
R989,U231,P117,B331,4,"Great parking spot, easy to find and secure.",0.62,2025-12-24T19:03:00
R990,U122,P101,B1797,4,Affordable pricing and close to metro station.,0.68,2025-11-24T15:23:00
R991,U293,P118,B1683,4,Clean and well-lit parking area.,0.81,2025-11-01T15:12:00
R992,U297,P125,B3046,1,App showed available but lot was full.,-0.43,2025-11-06T06:15:00
R993,U258,P101,B1770,5,Affordable pricing and close to metro station.,0.67,2025-11-09T10:04:00
